symbol,_priceFormat,_priceFormatType,_tickSize,buyFillId,sellFillId,qty,buyPrice,sellPrice,pnl,boughtTimestamp,soldTimestamp,duration,,,,,,,,
ZNM4,5,1,0.015625,49137418569,49137418583,3,107 255,107 260,$46.88,04/23/2024 10:12:51,04/23/2024 10:12:59,7sec,,,,,,,,
ZNM4,5,1,0.015625,49137418660,49137418654,3,108 060,108 065,$46.88,04/23/2024 16:13:28,04/23/2024 16:13:24,3sec,,,,,,,,
ZNM4,5,1,0.015625,49137418745,49137418791,3,107 275,107 275,$0.00,04/24/2024 10:25:27,04/24/2024 10:25:51,23sec,,,,,,,,
ZNM4,5,1,0.015625,49137418762,49137418813,3,107 280,107 275,$(46.88),04/24/2024 10:25:32,04/24/2024 10:26:07,34sec,,,,,,,,
ZNM4,5,1,0.015625,49137418907,49137418887,3,107 275,107 270,$(46.88),04/24/2024 14:40:46,04/24/2024 14:40:08,38sec,,,,,,,,
ZNM4,5,1,0.015625,49137418957,49137418966,3,107 225,107 230,$46.88,04/24/2024 14:55:19,04/24/2024 14:55:20,1sec,,,,,,,,
ZNM4,5,1,0.015625,49137419022,49137419010,3,107 250,107 250,$0.00,04/24/2024 15:03:34,04/24/2024 15:03:24,9sec,,,,,,,,
ZNM4,5,1,0.015625,49137419089,49137419072,1,107 265,107 250,$(46.88),04/24/2024 15:12:31,04/24/2024 15:08:58,3min 32sec,,,,,,,,
ZNM4,5,1,0.015625,49137419107,49137419072,2,107 265,107 250,$(93.75),04/24/2024 15:12:31,04/24/2024 15:08:58,3min 33sec,,,,,,,,
ZNM4,5,1,0.015625,49137419133,49137419086,3,107 255,107 260,$46.88,04/24/2024 15:14:38,04/24/2024 15:12:31,2min 6sec,,,,,,,,
ZNM4,5,1,0.015625,49137419138,49137419174,3,107 255,107 255,$0.00,04/24/2024 15:14:38,04/24/2024 15:21:23,6min 45sec,,,,,,,,
ZNM4,5,1,0.015625,49137419283,49137419253,3,107 265,107 265,$0.00,04/25/2024 09:40:29,04/25/2024 09:39:22,1min 6sec,,,,,,,,
ZNM4,5,1,0.015625,49137419288,49137419265,3,107 265,107 270,$46.88,04/25/2024 09:40:29,04/25/2024 09:39:52,37sec,,,,,,,,
ZNM4,5,1,0.015625,49137419299,49137419329,3,107 260,107 265,$46.88,04/25/2024 09:56:28,04/25/2024 09:56:46,17sec,,,,,,,,
ZNM4,5,1,0.015625,49137419334,49137419361,1,107 245,107 250,$15.62,04/25/2024 10:11:47,04/25/2024 10:16:30,4min 43sec,,,,,,,,
ZNM4,5,1,0.015625,49137419343,49137419366,1,107 245,107 250,$15.62,04/25/2024 10:12:00,04/25/2024 10:16:30,4min 30sec,,,,,,,,
ZNM4,5,1,0.015625,49137419352,49137419371,1,107 245,107 250,$15.62,04/25/2024 10:12:03,04/25/2024 10:16:30,4min 27sec,,,,,,,,
ZNM4,5,1,0.015625,49137419513,49137419492,3,107 170,107 170,$0.00,04/26/2024 09:48:38,04/26/2024 09:47:05,1min 32sec,,,,,,,,
ZNM4,5,1,0.015625,49137419530,49137419539,3,107 165,107 170,$46.88,04/26/2024 10:05:56,04/26/2024 10:06:43,46sec,,,,,,,,
ZNM4,5,1,0.015625,49137419547,49137419556,3,107 160,107 165,$46.88,04/26/2024 10:21:58,04/26/2024 10:22:26,27sec,,,,,,,,
ZNM4,5,1,0.015625,49137419564,49137419573,3,107 155,107 160,$46.88,04/26/2024 10:28:29,04/26/2024 10:29:21,51sec,,,,,,,,
ZNM4,5,1,0.015625,49137419625,49137419645,2,107 225,107 230,$31.25,04/29/2024 09:49:43,04/29/2024 09:53:04,3min 20sec,,,,,,,,
ZNM4,5,1,0.015625,49137419636,49137419650,1,107 225,107 230,$15.62,04/29/2024 09:49:52,04/29/2024 09:53:04,3min 11sec,,,,,,,,
ZNM4,5,1,0.015625,49137419694,49137419685,3,107 240,107 245,$46.88,04/29/2024 10:17:28,04/29/2024 10:17:27,,,,,,,,,
ZNM4,5,1,0.015625,49137419804,49137419819,3,107 235,107 235,$0.00,04/29/2024 15:17:24,04/29/2024 15:19:26,2min 1sec,,,,,,,,
ZNM4,5,1,0.015625,49137419877,49137419934,3,107 250,107 245,$(46.88),04/29/2024 15:37:20,04/29/2024 15:42:33,5min 12sec,,,,,,,,
ZNM4,5,1,0.015625,49137419886,49137419934,3,107 245,107 245,$0.00,04/29/2024 15:37:22,04/29/2024 15:42:33,5min 11sec,,,,,,,,
ZNM4,5,1,0.015625,49137419913,49137419934,3,107 240,107 245,$46.88,04/29/2024 15:39:02,04/29/2024 15:42:33,3min 31sec,,,,,,,,
ZNM4,5,1,0.015625,49137419972,49137419996,3,107 275,107 275,$0.00,04/30/2024 09:21:27,04/30/2024 09:24:01,2min 34sec,,,,,,,,
ZNM4,5,1,0.015625,49137419981,49137419996,3,107 270,107 275,$46.88,04/30/2024 09:23:59,04/30/2024 09:24:01,2sec,,,,,,,,
ZNM4,5,1,0.015625,71932960016,71932960022,1,107 275,107 280,$15.62,04/30/2024 09:30:41,04/30/2024 09:30:41,,,,,,,,,
ZNM4,5,1,0.015625,71932960035,71932960044,3,107 270,107 275,$46.88,04/30/2024 09:34:25,04/30/2024 09:35:20,54sec,,,,,,,,
ZNM4,5,1,0.015625,71932960078,71932960088,3,107 310,107 315,$46.88,05/02/2024 09:15:34,05/02/2024 09:18:08,2min 34sec,,,,,,,,
ZNM4,5,1,0.015625,71932960096,71932960105,3,107 305,107 310,$46.88,05/02/2024 09:23:24,05/02/2024 09:24:12,47sec,,,,,,,,
ZNM4,5,1,0.015625,71932960340,71932960325,3,108 100,108 105,$46.88,05/03/2024 10:56:38,05/03/2024 10:55:24,1min 13sec,,,,,,,,
ZNM4,5,1,0.015625,71932960386,71932960397,3,108 310,108 315,$46.88,05/06/2024 09:23:43,05/06/2024 09:31:37,7min 54sec,,,,,,,,
ZNM4,5,1,0.015625,71932960501,71932960480,3,108 315,108 315,$0.00,05/06/2024 10:58:19,05/06/2024 10:56:52,1min 27sec,,,,,,,,
ZNM4,5,1,0.015625,71932960616,71932960607,3,109 025,109 030,$46.88,05/07/2024 09:43:54,05/07/2024 09:43:28,26sec,,,,,,,,
ZNM4,5,1,0.015625,71932960647,71932960662,3,109 025,109 015,$(93.75),05/07/2024 10:02:16,05/07/2024 10:06:28,4min 12sec,,,,,,,,
ZNM4,5,1,0.015625,71932960697,71932960688,1,109 010,109 015,$15.62,05/07/2024 10:57:48,05/07/2024 10:57:27,20sec,,,,,,,,
ZNM4,5,1,0.015625,71932960714,71932960705,2,109 010,109 015,$31.25,05/07/2024 11:00:17,05/07/2024 10:59:13,1min 4sec,,,,,,,,
ZNM4,5,1,0.015625,71932960823,71932960881,3,108 250,108 245,$(46.88),05/13/2024 09:36:46,05/13/2024 09:40:07,3min 21sec,,,,,,,,
ZNM4,5,1,0.015625,71932960849,71932960910,3,108 245,108 250,$46.88,05/13/2024 09:39:05,05/13/2024 09:45:22,6min 16sec,,,,,,,,
